temp,r_ntc,u_adc,adc_value,resolution
331.2731101706637,0.03444905936965603,3.2967781303392725,4093,31.88641737309115
310.24729428654416,0.045943304007820096,3.2959726629240906,4092,21.025815884119538
294.77009304049056,0.05744316792959925,3.295167195508909,4091,15.477201246053596
282.62762882298966,0.06894865525671934,3.294361728093727,4090,12.142464217500901
272.69560426075225,0.08045977011494498,3.293556260678545,4089,9.932024562237416
264.3286539317096,0.09197651663404827,3.2927507932633633,4088,8.366950329042652
257.1238094267994,0.10349889894788178,3.2919453258481814,4087,7.20484450491017
250.8134630235595,0.11502692119432645,3.2911398584329996,4086,6.310346403239919
245.21131248949462,0.12656058751530197,3.2903343910178178,4085,5.60215053406489
240.1827245310385,0.13809990205680855,3.289528923602636,4084,5.028587958456114
235.62741136635043,0.14964486896889562,3.288723456187454,4083,4.555313164688073
231.46877012782744,0.16119549240568265,3.2879179887722723,4082,4.158641238522989
227.6470391123953,0.17275177652535922,3.2871125213570904,4081,3.8217310154321353
224.1147459659532,0.18431372549019542,3.2863070539419086,4080,3.5322931464421004
220.83358772359531,0.1958813434665314,3.2855015865267267,4079,3.2811582423578898
217.77223613453413,0.20745463462481917,3.284696119111545,4078,3.0613515890611893
214.90475863672145,0.21903360313955988,3.283890651696363,4077,2.867477497812672
212.2094595388627,0.23061825318939788,3.2830851842811812,4076,2.695299097858765
209.66801452610326,0.242208588957058,3.2822797168659994,4075,2.541445012759425
207.26481404222642,0.253804614629356,3.2814742494508176,4074,2.4032004838768444
204.98645808842912,0.2654063343972508,3.2806687820356357,4073,2.278355953797302
202.82136255943755,0.2770137524557923,3.279863314620454,4072,2.1650955289915714
200.759448940855,0.28862687300417345,3.279057847205272,4071,2.061913618582537
198.79189713591916,0.3002457002456991,3.27825237979009,4070,1.9675518049358516
196.910946678718,0.3118702383878067,3.2774469123749084,4069,1.880950457201152
195.10973544518072,0.3235004916420874,3.2766414449597265,4068,1.8012112335372876
193.3821677198303,0.33513646422424404,3.2758359775445447,4067,1.7275677253504114
191.72280546040685,0.346778160354154,3.275030510129363,4066,1.6593622594234603
190.12677805392366,0.3584255842558377,3.274225042714181,4065,1.5960274064831879
188.58970693173035,0.37007874015747966,3.273419575298999,4064,1.5370711221933107
187.10764221462227,0.38173763229140745,3.2726141078838173,4063,1.4820647171080736
185.67700916604036,0.393402264894144,3.2718086404686355,4062,1.4306330485819103
184.29456269438788,0.4050726422063553,3.2710031730534537,4061,1.3824464716524858
182.95734850160773,0.41674876847290276,3.270197705638272,4060,1.3372141927801522
181.66266975145976,0.428430647942843,3.26939223822309,4059,1.2946787501479662
180.4080583468567,0.44011828486939675,3.268586770807908,4058,1.2546114046030539
179.19125007561263,0.4518116835099799,3.2677813033927263,4057,1.2168082712440764
178.0101630187449,0.4635108481262351,3.2669758359775445,4056,1.1810870568677387
176.86287872299096,0.47521578298396894,3.2661703685623626,4055,1.1472842957539342
175.7476257254752,0.4869264923532355,3.265364901147181,4054,1.1152529975157677
174.6627650881931,0.4986429805082633,3.264559433731999,4053,1.0848606372820768
173.60677765648444,0.5103652517275388,3.263753966316817,4052,1.0559874317086724
172.57825280187802,0.5220933102937542,3.2629484989016353,4051,1.0285248546064167
171.57587844750333,0.5338271604938283,3.2621430314864535,4050,1.0023743543746946
170.59843220546475,0.545566806618917,3.2613375640712716,4049,0.9774462420385817
169.6447734813878,0.5573122529644237,3.26053209665609,4048,0.953658724076945
168.71383642279966,0.5690635038299992,3.259726629240908,4047,0.9309370585881425
167.8046236059052,0.5808205635195209,3.258921161825726,4046,0.9092128168944669
166.91620037032283,0.5925834363411662,3.2581156944105443,4045,0.8884232355823656
166.0476897239862,0.6043521266073177,3.2573102269953624,4044,0.868510646336631
165.1982677510165,0.6161266386346791,3.2565047595801806,4043,0.8494219729697079
164.36715946445867,0.6279069767441907,3.2556992921649988,4042,0.8311082865578214
163.55363505337607,0.6396931452610719,3.254893824749817,4041,0.8135244110825965
162.75700648037366,0.6514851485148521,3.254088357334635,4040,0.7966285730024083
161.97662439120177,0.6632829908393185,3.2532828899194532,4039,0.7803820891718942
161.21187530286454,0.6750866765725583,3.2524774225042714,4038,0.7647490883372257
160.46217904080373,0.6868962100569684,3.2516719550890896,4037,0.7496962620608087
159.7269863992738,0.6987115956392458,3.2508664876739077,4036,0.7351926415299204
159.00577700209237,0.7105328376703868,3.250061020258726,4035,0.7212093971814397
158.29805734362446,0.722359940505698,3.249255552843544,4034,0.7077196584679086
157.60335899216483,0.7341929085048378,3.248450085428362,4033,0.6946983514596354
156.92123693991851,0.7460317460317434,3.2476446180131804,4032,0.6821220522463136
156.25126808550783,0.7578764574547248,3.2468391505979985,4031,0.6699688544106834
155.59304983651782,0.7697270471464019,3.2460336831828167,4030,0.6582182489900106
154.946198820902,0.7815835194837468,3.245228215767635,4029,0.6468510156158231
154.31034969729075,0.7934458788480623,3.244422748352453,4028,0.6358491236112513
153.68515405526654,0.8053141296250343,3.243617280937271,4027,0.6251956420242095
153.07027939761468,0.8171882762046696,3.2428118135220894,4026,0.6148746576518533
152.4654081973464,0.8290683229813682,3.2420063461069075,4025,0.6048712002682919
151.87023702304623,0.8409542743538718,3.2412008786917257,4024,0.5951711743001624
151.28447572670171,0.852846134725326,3.240395411276544,4023,0.5857612963445149
150.70784668877593,0.8647439085032282,3.239589943861362,4022,0.5766290379257839
150.14008411575958,0.8766476000994801,3.23878447644618,4021,0.5677625730163527
149.58093338591692,0.8885572139303453,3.2379790090309983,4020,0.5591507298426563
149.0301504393218,0.900472754416523,3.2371735416158165,4019,0.5507829465951204
148.48750120866237,0.9123942259830746,3.2363680742006347,4018,0.5426492306594355
147.9527610875923,0.924321633059497,3.2355626067854524,4017,0.5347401210700582
147.42571443372083,0.9362549800796804,3.2347571393702705,4016,0.52704665387148
146.90615410357282,0.9481942714819402,3.2339516719550887,4015,0.5195603301480105
146.3938810171,0.9601395117090166,3.233146204539907,4014,0.5122730864728169
145.8887037495287,0.9720907052080745,3.232340737124725,4013,0.5051772675712982
145.39043814851829,0.984047856430704,3.231535269709543,4012,0.4982656010104165
144.8989069747803,0.9960109698329618,3.2307298022943614,4011,0.4915311737379966
144.413939564467,1.0079800498753084,3.2299243348791795,4010,0.4849674103132884
143.93537151176292,1.0199551010227026,3.2291188674639977,4009,0.47856805270407676
143.4630443702676,1.031936127744507,3.228313400048816,4008,0.4723271414953274
142.99680537184128,1.043923134514603,3.227507932633634,4007,0.46623899842632
142.5365071617233,1.0559161258112866,3.226702465218452,4006,0.4602982101179691
142.08200754879857,1.0679151061173517,3.2258969978032703,4005,0.4544996129247352
141.63316926999778,1.0799200799200799,3.2250915303880885,4004,0.4488382788007925
141.18985976788514,1.091931051711219,3.2242860629729067,4003,0.44330950211264053
140.7519509805598,1.103948025987005,3.223480595557725,4002,0.4379087873253411
140.31931914306716,1.1159710072481919,3.222675128142543,4001,0.4326318374926359
139.8918445995784,1.128000000000001,3.221869660727361,4000,0.42747454348875635
139.4694116256416,1.140035008752193,3.2210641933121793,3999,0.42243297393679313
139.051908259875,1.152076038019006,3.2202587258969975,3998,0.4175033657666063
138.63922614450144,1.1641230923192383,3.2194532584818156,3997,0.41268211537357047
138.23126037418308,1.1761761761761758,3.218647791066634,3996,0.4079657703183557
137.82790935263938,1.1882352941176442,3.217842323651452,3995,0.40335102154369906
137.42907465657822,1.2003004506760089,3.21703685623627,3994,0.39883469606115796
137.03466090649857,1.212371650388175,3.2162313888210883,3993,0.39441375007965007
136.6445756439556,1.2244488977955872,3.2154259214059064,3992,0.39008526254298204
136.25872921490213,1.236532197444251,3.2146204539907246,3991,0.38584642905345845
135.87703465875722,1.2486215538847112,3.2138149865755428,3990,0.38169455614490744
